year,retail_prices,wholesale_prices,mark_up
2012,37.3818257304,30.4154746624,6.9663510696
2013,34.476013231923076,29.687363166923078,4.788650065384616
2014,34.600065342307694,26.296911440769232,8.303153902307692
2015,30.96122377653846,22.50515090653846,8.45607287
2016,27.31080419576923,16.679717422307693,10.630387472692309
2017,27.279300698846153,18.148421374615385,9.130879324230769
2018,27.25678321653846,21.254073966923077,6.002709249615385
